District,District Code,Facility Code,Reg No.,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),latitude,longitude,,,,,,,
Chikwawa,CK,3328,,Sucoma Kalulu Clinic,Dispensary,Company,Rural,,-16.20038,34.7997,,,,R,,,
Chikwawa,CK,3331,,Sucoma Lengwe,Dispensary,Company,Rural,,-16.22227,34.8544,,,,R,,,
Chikwawa,CK,3332,,Sucoma Mangulenje Clinic,Dispensary,Company,Urban,,-16.27633,34.88054,,,,R,,,
Chikwawa,CK,3334,,Sucoma Mkombezi,Dispensary,Company,Urban,,-16.1894,34.88065,,,,R,,,TA Ngabu
Chikwawa,CK,3333,,Sucoma/Mwanza/Illovo Clinic,Health Post,Government/public,Rural,,-16.033598,34.914286,,,,R,,,
Chikwawa,CK,3350,,Thabwani,Health Post,Government/public,Rural,,-16.670226,34.879987,,,,R,,,TA Ngabu
Chikwawa,CK,3353,,Thendo,Health Post,Government/public,Rural,,-16.36776,34.682238,,,,,,,
Chikwawa,CK,3351,,Therere,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3367,,Majete,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3368,MCM/CHAM/RH/26,St Martin'S Clinic,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
Chikwawa,CK,3369,MCM/C/100,Alumenda Estate Clinic,Health Centre,Company,Rural,,,,,,,,,,
Chikwawa,CK,3370,MCM/C/102,Illovo Factory Estate Clinic - Nchalo,Dispensary,Company,Rural,,,,,,,,,,
Chikwawa,CK,3371,MCM/C/104,Lengwe Estate Clinic,Dispensary,Company,Rural,,,,,,,,,,
Nsanje,NJ,3409,,Nsanje District Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.91495,35.17333,,,,,,,
Nsanje,NJ,3401,,Chididi Health Centre,Health Post,Government/public,Rural,,-16.999306,35.109333,,,,,,,
Nsanje,NJ,3415,,Ching'Oma Health Post,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.57572,35.11207,,,,,,,
Nsanje,NJ,3402,MCM/CHAM/HC/28,Kalemba Community Hospital,Health Post,Government/public,Rural,,-17.0468,35.21658,,,,,,,
Nsanje,NJ,3421,,Kamphata Health Post,Health Post,Government/public,Rural,,-16.69453,34.967,,,,,,,
Nsanje,NJ,3419,,Kanyimbi Health Post,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-17.08765,35.11415,,,,,,,
Nsanje,NJ,3403,,Lulwe Health Centre,Health Centre,Government/public,Rural,,-16.5215,35.17347,,,,,,,
Nsanje,NJ,3423,,Makhanga Health Centre,Health Centre,Government/public,Rural,,-16.33721,35.09671,,,,,,,
Nsanje,NJ,3405,,Masenjere Health Centre,Health Centre,Government/public,Rural,,-16.99464,35.22079,,,,,,,
Nsanje,NJ,3406,,Mbenje Health Centre,Health Post,Government/public,Rural,,-16.49151,35.15991,,,,,,,
Nsanje,NJ,3420,,Mchacha Health Post,Health Post,Government/public,Rural,,-16.76255,35.04739,,,,,,,
Nsanje,NJ,3418,,Misamvu Health Post,Health Post,Government/public,Rural,,-16.82472,35.30408,,,,,,,
Nsanje,NJ,3416,,Mkango Health Post,Health Post,Government/public,Rural,,-16.41959,35.1525,,,,,,,
Nsanje,NJ,3407,,Mlolo Health Post,Health Centre,Government/public,Rural,,-17.09569,35.21902,,,,,,,
Nsanje,NJ,3408,,Ndamera Health Centre,Dispensary,Government/public,Urban,,-17.11489,35.15688,,,,,,,
Nsanje,NJ,3422,,Nkhande Dispensary,Health Centre,Government/public,Rural,,-16.68213,35.19821,,,,,,,
Nsanje,NJ,3410,,Nyamithuthu Health Centre,Health Centre,Government/public,Rural,,-16.62831,35.15663,,,,,,,
Nsanje,NJ,3417,,Phokera Health Centre,Health Centre,Government/public,Rural,,-16.456861,35.258889,,,,,,,
Nsanje,NJ,3411,,Sankhulani Health Centre,Health Centre,Government/public,Rural,,-16.54278,35.01159,,,,,,,
Nsanje,NJ,3412,,Sorgin Health Centre,Health Centre,Government/public,Rural,,-16.73308,35.27015,,,,,,,
Nsanje,NJ,3413,,Tengani Health Centre,Dispensary,Private for profit,Rural,,-16.58035,35.10953,,,,,,,
Nsanje,NJ,3425,,Tikondane Clinic,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.41919,35.17154,,,,,,,
Nsanje,NJ,3424,MCM/CHAM/DH/08,Trinity Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
Balaka,BLK,3601,,Balaka District Hospital,Dispensary,NGO,Rural,,-14.98876,34.95557,,,,,,,
Balaka,BLK,3622,MCM/C/063,Balaka Blm Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-15.00322,34.95248,,,,,,,
Balaka,BLK,3614,,Balaka Dream Clinic,Dispensary,Private for profit,Urban,,-14.98339,34.9617,,,,,,,
Balaka,BLK,3619,,Balaka Private Clinic,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.018724,34.92679,,,,,,,
Balaka,BLK,3623,,Buleya,Health Centre,Government/public,Rural,,-15.01855,35.07653,,,,,,,
Balaka,BLK,3612,,Chiendausiku Health Centre,Health Post,Government/public,Rural,,-14.962681,35.023092,,,,,,,
Balaka,BLK,3626,,Chimatiro,Dispensary,Private for profit,Rural,,-14.98717,34.95176,,,,,,,
Balaka,BLK,3620,,Chithandizo Private Clinic,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-15.00318,34.95244,,,,,,,
Balaka,BLK,3615,MCM/C/148,Comfort Clinic,Health Post,Government/public,Rural,,-15.102454,35.140784,,,,,,,
Balaka,BLK,3627,,Dziwe,Health Centre,Government/public,Rural,,-14.84268,35.17081,,,,,,,
Balaka,BLK,3603,,Kalembo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.05425,34.92264,,,,,,,
Balaka,BLK,3604,MCM/CHAM/RH/25,Kankao Health Centre,Health Centre,Government/public,Rural,,-15.06495,35.093,,,,,,,
Balaka,BLK,3613,,Kwitanda Health Centre,Dispensary,Private for profit,Urban,,-14.98521,34.94269,,,,,,,
Balaka,BLK,3621,,Maku Private Clinic,Health Centre,Government/public,Rural,,-14.91088,35.05326,,,,,,,
Balaka,BLK,3605,,Mbera Health Centre,Health Post,Government/public,Rural,,-14.92967,35.18498,,,,,,,
Balaka,BLK,3617,,Mwima Health Post,Health Centre,Government/public,Rural,,-15.00071,35.19004,,,,,,,
Balaka,BLK,3611,,Namanolo Health Centre,Health Post,Government/public,Rural,,-14.80259,35.06411,,,,,,,
Balaka,BLK,3618,,Nambira Health Post,Health Centre,Government/public,Rural,,-14.85169,35.22552,,,,,,,
Balaka,BLK,3616,,Namdumbo Health  Centre,Health Post,Government/public,Rural,,-15.24103,35.047673,,,,,,,
Balaka,BLK,3625,,Njerenje,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.189789,34.921519,,,,,,,
Balaka,BLK,3624,,Nyanyala,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.22557,34.89322,,,,,,,
Balaka,BLK,3606,MCM/CHAM/HC/07,Phalula Health Centre,Health Centre,Government/public,Rural,,-15.25075,35.10716,,,,,,,
Balaka,BLK,3607,,Phimbi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.86247,35.17734,,,,,,,
Balaka,BLK,3608,MCM/CHAM/HC/06,Ulongwe Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.17774,35.06424,,,,,,,
Balaka,BLK,3609,MCM/CHAM/HC/01,Utale 1 Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.16981,35.07239,,,,,,,
Balaka,BLK,3610,MCM/CHAM/RH/12,Utale 2 Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
Neno,NE,3703,,Lisungwi Community Hospital,District Hospital,Government/public,Rural,,-15.39524,34.65349,,,,,,,
Neno,NE,3709,,Neno District Hospital,Health Centre,Government/public,Rural,,-15.59825,34.69892,,,,,,,
Neno,NE,3701,,Chifunga Health Centre,Health Centre,Government/public,Urban,,-15.47368,34.65182,,,,,,,
Neno,NE,3702,,Ligowe Health Centre,Health Centre,Government/public,Rural,,-15.47981,34.74241,,,,,,,
Neno,NE,3704,,Luwani Health Centre,Health Centre,Government/public,Rural,,-15.55083,34.62836,,,,,,,
Neno,NE,3705,,Magaleta Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.33071,34.65321,,,,,,,
Neno,NE,3706,MCM/CHAM/HC/23,Matandani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.3537,34.94732,,,,,,,
Neno,NE,3707,MCM/CHAM/HC/41,Matope Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.43701,34.60843,,,,,,,
Neno,NE,3710,,Neno Parish Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.26135,34.6135,,,,,,,
Neno,NE,3711,MCM/CHAM/HC/20,Nsambe Health Centre,Dispensary,Private for profit,Rural,,-15.36514,34.65447,,,,,,,
Neno,NE,3714,,Muferanji Clinic,Dispensary,NGO,Rural,,-15.44995,34.8504,,,,,,,
Neno,NE,3713,,Zalewa Dapp Vct Station,Dispensary,Company,Rural,,-15.52193,34.82512,,,,,,,
Neno,NE,3712,,Nkula Health Centre,Dispensary,Company,Rural,,-15.41426,34.82429,,,,,,,
Neno,NE,3715,MCM/C/318,Mota-Engil Clinic - Mkwinda Ca,Dispensary,Company,Rural,,-15.560917,34.786382,,,,,,,
Neno,NE,3716,,Tedzani,Dispensary,Company,Rural,,,,,,,R,,,
Neno,NE,3717,,Zalewa Pih Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3718,,Dambe,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3719,,Midzemba,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3720,MCM/C/346,Fpam Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
