District,District Code,Facility Code,Reg No.,DHIS2 CODE,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),LATITUDE,LONGITUDE,,,,,,,
Mulanje,MJ,3243,MCM/C/170,3243,Ruo Estate Clinic,Dispensary,Company,Rural,,-16.078940,35.731560,,,,,,,
Mulanje,MJ,3231,,0,"Saha Private Clinic, Ngulama,",Health Post,Private for profit,Rural,,-16.108046,35.462618,,,,,,,
Mulanje,MJ,3255,,0,Salamba,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.071070,35.547100,,,,,,,
Mulanje,MJ,3244,MCM/C/228,0,Sayama Clinic,Dispensary,Company,Rural,,-15.916610,35.357950,,,,,,,
Mulanje,MJ,3230,,0,"St. Mamwene Private Clinic, Nd",Health Centre,Private for profit,Urban,,-16.087030,35.434170,,,,,,,
Mulanje,MJ,3218,,3218,Thembe Health Centre,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.069360,35.630330,,,,,,,
Mulanje,MJ,3245,MCM/C/166,0,Thornwood Estate Clinic,Health Centre,Company,Rural,,-15.919170,35.361190,,,,,,,
Mulanje,MJ,3219,,0,Thuchila Health Centre,Health Centre,Government/public,Urban,,,,,,,,,,
Mulanje,MJ,3220,MCM/C/163,0,Gotha Estate Clinic,Maternity,Government/public,Urban,,-15.772130,35.769650,,,,,,,
Mulanje,MJ,3221,MCM/C/160,0,Kasembereka Estate Clinic,Dispensary,Government/public,Rural,,,,,,,,,,
Mulanje,MJ,3222,MCM/C/161,0,Kumadzi Estate Clinic,Dispensary,Company,Urban,,,,,,,,,,
Mulanje,MJ,3223,MCM/C/159,-3,Makwasa Estate Clinic,Dispensary,Company,Urban,,,,,,,,,,
Mulanje,MJ,3224,MCM/C/158,0,Mianga Estate Clinic,Dispensary,Company,Urban,,,,,,,,,,
Mulanje,MJ,3225,MCM/C/233,-3,Mulungu Alinafe Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3226,MCM/C/162,0,Nasonia Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3227,MCM/C/229,0,Nchima Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Phalombe,PE,3501,,3501,Chiringa Maternity,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.765830,35.762160,,,,,,,
Phalombe,PE,3520,MCM/CHAM/RH/23,3520,Chiringa Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.552180,35.572440,,,,,,,
Phalombe,PE,3503,,3503,Chitekesa Health Centre,Health Centre,Government/public,Rural,,-15.671870,35.728380,,,,,,,
Phalombe,PE,3505,,3505,Kalinde Health Centre,Health Centre,Government/public,Rural,,-15.719220,35.685420,,,,,,,
Phalombe,PE,3506,,3506,Migowi Health Centre,Health Centre,Government/public,Rural,,-15.614570,35.627870,,,,,,,
Phalombe,PE,3507,,3507,Mkhwayi Health Centre,Health Centre,Government/public,Rural,,-15.757900,35.611420,,,,,,,
Phalombe,PE,3508,,3508,Mpasa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.646320,35.532210,,,,,,,
Phalombe,PE,3509,MCM/CHAM/RH/50,3509,Mwanga Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.559190,35.815660,,,,,,,
Phalombe,PE,3510,,3510,Nambazo Health Centre,Health Centre,Government/public,Rural,,-15.859490,35.747510,,,,,,,
Phalombe,PE,3511,,3511,Nkhulambe Health Centre,Health Centre,Government/public,Rural,,-15.806770,35.649180,,,,,,,
Phalombe,PE,3512,,3512,Phalombe Health Centre,Health Post,Government/public,Rural,,-15.802930,35.763920,,,,,,,
Phalombe,PE,3513,,-1,Nambiti 1,Health Centre,Government/public,Rural,,-15.752330,35.774980,,,,,,,
Phalombe,PE,3514,,3514,Nazombe Health Centre (Gogo),Health Centre,Government/public,Rural,,-15.824710,35.618750,,,,,,,
Phalombe,PE,3515,MCM/CHAM/DH/20,3515,Holy Family Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.857190,35.815520,,,,,,,
Phalombe,PE,3516,,3516,Mulungu Alinafe Clinic,Dispensary,Private for profit,Rural,,-15.930380,35.766030,,,,,,,
Phalombe,PE,3518,MCM/CHAM/RH/49,3518,Sukasanje Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.770850,35.550930,,,,,,,
Phalombe,PE,3519,,3519,Waruma,Health Post,Government/public,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Chikwawa,CK,3301,,3301,Chang'Ambika Health Centre,Health Centre,Government/public,Rural,,-15.803010,34.309280,,,,,,,
Chikwawa,CK,3359,,3323,Alumenda Health Centre,Health Centre,Government/public,Rural,,-16.151990,34.853760,,,,,,,
Chikwawa,CK,3322,,0,Beleu Health Centre,Health Centre,Government/public,Rural,,-16.018817,34.823053,,,,,,,
Chikwawa,CK,3347,,0,Bello,Dispensary,Private for profit,Urban,,-16.260440,34.868440,,,,,,,
Chikwawa,CK,3339,,0,"Chanza, Edwin, Erapecha Clinic",Health Centre,Government/public,Rural,,-16.005510,34.485670,,,,,,,
Chikwawa,CK,3302,,3302,Chapananga Health Centre,Health Centre,Government/public,Rural,,-16.398420,34.775720,,,,,,,
Chikwawa,CK,3304,,0,Chapwaila Health Centre,Health Centre,Government/public,Urban,,-16.023100,34.793460,,,,,,,
Chikwawa,CK,3303,,3303,Chikwawa District Hospital,District Hospital,Government/public,Rural,,-15.803690,34.476290,,,,,,,
Chikwawa,CK,3324,,3324,Chithumba Health Centre,Health Centre,Government/public,Rural,,-16.553490,34.924230,,,,,,,
Chikwawa,CK,3305,,3305,Dolo Health Centre,Health Centre,Government/public,Rural,,-15.806780,34.364870,,,,,,,
Chikwawa,CK,3306,,3306,Gaga Health Centre,Health Centre,Government/public,Rural,,-15.883962,34.299339,,,,,,,
Chikwawa,CK,3352,,3321,Gola,Dispensary,NGO,Rural,,-16.106218,34.832659,,,,,,,
Chikwawa,CK,3348,MCM/C/214,0,Hope Village,Dispensary,Government/public,Urban,,-16.270450,34.863680,,,,,,,
Chikwawa,CK,3335,,3325,Hunger Clinic,Dispensary,Government/public,Rural,,-16.098190,34.623980,,,,,,,
Chikwawa,CK,3307,,3307,Kakoma Health Centre,Health Centre,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3360,MCM/C/103,3328,"Kalulu Health Centre, Chikwawa",Dispensary,Government/public,Rural,,,,,,,,,,
Kapichira ,CK,3366,,3329,Kapichira Escom Clinic,Dispensary,Company,Rural,,-16.074160,34.816510,,,,,,,
Chikwawa,CK,3308,,3308,Kasinthula Dispensary,Dispensary,Government/public,Rural,,-16.526844,34.846862,,,,,,,
Chikwawa,CK,3355,,0,Khokhwa,Health Post,Government/public,Rural,,-15.907960,34.394050,,,,,,,
Chikwawa,CK,3336,,0,Kubalalika Health Post,Health Post,Private for profit,Urban,,-16.043130,34.798940,,,,,,,
Chikwawa,CK,3340,,0,"Mabwera, Walson D. Chinyanje P",Dispensary,Private for profit,Rural,,-16.286443,34.838562,,,,,,,
Chikwawa,CK,3358,,0,Mafale,Dispensary,Government/public,Rural,,-16.266760,35.062840,,,,,,,
Chikwawa,CK,3341,,0,"Mainjeni, Fyson W D. Fema Priv",Dispensary,Private for profit,Rural,,-16.194830,35.010650,,,,,,,
Chikwawa,CK,3310,,3310,Makhwira Health Centre,Dispensary,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3361,MCM/C/101,3332,Mangulenje Health Centre,Health Centre,Government/public,Rural,,-16.105340,34.915700,,,,,,,
Chikwawa,CK,3311,,3311,Maperera Health Centre,Dispensary,Government/public,Rural,,-16.270280,34.873440,,,,,,,
Chikwawa,CK,3342,,0,Masache Private Clinic,Dispensary,Private for profit,Rural,,-16.068180,34.867240,,,,,,,
Chikwawa,CK,3320,,3320,Mfera Health Centre,Health Centre,Government/public,Rural,,-16.037750,34.537200,,,,,,,
Chikwawa,CK,3312,,3312,Misomali Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.268840,35.057890,,,,,,,
Chikwawa,CK,3337,,0,Mitondo Health Post,Health Post,Government/public,Rural,,-16.515473,35.029718,,,,,,,
Chikwawa,CK,3354,,0,Mwanawanjobvu,Health Post,Government/public,Rural,,-16.164028,34.940736,,,,,,,
Chikwawa,CK,3349,,0,Mwanayaya,Dispensary,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3362,MCM/C/106,3333,Mwanza Clinic Area 3,Dispensary,Private for profit,Rural,,-16.223570,34.688960,,,,,,,
Chikwawa,CK,3314,,3314,Ndakwera Health Centre,Health Centre,Government/public,Rural,,-16.466790,34.872970,,,,,,,
Chikwawa,CK,3343,MCM/C/081,0,Ngabu Blm Clinic,Dispensary,NGO,Rural,,-16.459280,34.892530,,,,,,,
Chikwawa,CK,3315,MCM/CHAM/HC/29,3315,Ngabu Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-16.46516,34.87901,,,,,,,
Chikwawa,CK,3363,,0,Ngabu Sda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.146700,34.958860,,,,,,,
Chikwawa,CK,3338,,0,Nkhate Health Post,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3364,MCM/C/105,3334,Nkombedzi Health Centre,Health Centre,Government/public,Rural,,-16.479440,34.724310,,,,,,,
Chikwawa,CK,3313,,0,Nkumaniza Health Centre,Health Centre,Government/public,Rural,,-16.412247,34.920599,,,,,,,
Chikwawa,CK,3357,,0,Nsomo,Health Post,Government/public,Rural,,-16.036946,34.72376,,,,,,,
Chikwawa,CK,3346,,0,Pende,Health Post,Government/public,Rural,,-16.485763,34.820457,,,,,,,
Chikwawa,CK,3356,,0,Saopa,Health Post,Government/public,Rural,,-16.257160,34.868310,,,,,,,
Chikwawa,CK,3316,,3316,St Montfort Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.403140,34.883200,,,,,,,
Chikwawa,CK,3344,,0,Sucoma Clinic Illovo (Armumend,Dispensary,Company,Rural,,-16.257730,34.891810,,,,,,,
Chikwawa,CK,3345,,0,Sucoma Illovo Factory Clinic,Dispensary,Company,Urban,,-16.241440,34.911640,,,,R,,,
Chikwawa,CK,3328,,3328,Sucoma Kalulu Clinic,Dispensary,Company,Rural,,-16.200380,34.799700,,,,R,,,
Chikwawa,CK,3331,,0,Sucoma Lengwe,Dispensary,Company,Rural,,-16.222270,34.854400,,,,R,,,
Chikwawa,CK,3332,,0,Sucoma Mangulenje Clinic,Dispensary,Company,Urban,,-16.276330,34.880540,,,,R,,,
Chikwawa,CK,3334,,0,Sucoma Mkombezi,Dispensary,Company,Urban,,-16.189400,34.880650,,,,R,,,TA Ngabu
Chikwawa,CK,3333,,0,Sucoma/Mwanza/Illovo Clinic,Dispensary,Company,Rural,,-16.033598,34.914286,,,,R,,,
Chikwawa,CK,3350,,0,Thabwani,Health Post,Government/public,Rural,,-16.670226,34.879987,,,,R,,,TA Ngabu
Chikwawa,CK,3353,,0,Thendo,Health Post,Government/public,Rural,,-16.36776,34.682238,,,,,,,
Chikwawa,CK,3351,,0,Therere,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3367,,0,Majete,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3368,MCM/CHAM/RH/26,0,St Martin'S Clinic,Dispensary,Private for profit,Rural,,,,,,,,,,
Chikwawa,CK,3369,MCM/C/100,3323,Alumenda Estate Clinic,Dispensary,Company,Rural,,,,,,,,,,
Chikwawa,CK,3370,MCM/C/102,3326,Illovo Factory Estate Clinic - Nchalo,Dispensary,Company,Rural,,,,,,,,,,
Chikwawa,CK,3371,MCM/C/104,3331,Lengwe Estate Clinic,Dispensary,Company,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Nsanje,NJ,3409,,3409,Nsanje District Hospital,District Hospital,Government/public,Rural,,-16.914950,35.173330,,,,,,,
Nsanje,NJ,3401,,3401,Chididi Health Centre,Health Centre,Government/public,Rural,,-16.999306,35.109333,,,,,,,
Nsanje,NJ,3415,,3415,Ching'Oma Health Post,Health Post,Government/public,Rural,,-16.575720,35.112070,,,,,,,
Nsanje,NJ,3402,MCM/CHAM/HC/28,3404,Kalemba Community Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-17.046800,35.216580,,,,,,,
Nsanje,NJ,3421,,3421,Kamphata Health Post,Health Post,Government/public,Rural,,-16.694530,34.967000,,,,,,,
Nsanje,NJ,3419,,3419,Kanyimbi Health Post,Health Post,Government/public,Rural,,-17.087650,35.114150,,,,,,,
Nsanje,NJ,3403,,3403,Lulwe Health Centre,Health Centre,Government/public,Rural,,-16.521500,35.173470,,,,,,,
Nsanje,NJ,3423,,3423,Makhanga Health Centre,Health Centre,Government/public,Rural,,-16.337210,35.096710,,,,,,,
Nsanje,NJ,3405,,3405,Masenjere Health Centre,Health Centre,Government/public,Rural,,-16.994640,35.220790,,,,,,,
Nsanje,NJ,3406,,3406,Mbenje Health Centre,Health Post,Government/public,Rural,,-16.491510,35.159910,,,,,,,
Nsanje,NJ,3420,,3420,Mchacha Health Post,Health Post,Government/public,Rural,,-16.762550,35.047390,,,,,,,
Nsanje,NJ,3418,,3418,Misamvu Health Post,Health Post,Government/public,Rural,,-16.824720,35.304080,,,,,,,
Nsanje,NJ,3416,,3416,Mkango Health Post,Health Post,Government/public,Rural,,-16.419590,35.152500,,,,,,,
Nsanje,NJ,3407,,3407,Mlolo Health Post,Health Post,Government/public,Rural,,-17.095690,35.219020,,,,,,,
Nsanje,NJ,3408,,3408,Ndamera Health Centre,Health Centre,Government/public,Urban,,-17.114890,35.156880,,,,,,,
Nsanje,NJ,3422,,3422,Nkhande Dispensary,Dispensary,Government/public,Rural,,-16.682130,35.198210,,,,,,,
Nsanje,NJ,3410,,3414,Nyamithuthu Health Centre,Health Centre,Government/public,Rural,,-16.628310,35.156630,,,,,,,
Nsanje,NJ,3417,,3417,Phokera Health Centre,Health Centre,Government/public,Rural,,-16.456861,35.258889,,,,,,,
Nsanje,NJ,3411,,3411,Sankhulani Health Centre,Health Centre,Government/public,Rural,,-16.542780,35.011590,,,,,,,
Nsanje,NJ,3412,,3412,Sorgin Health Centre,Health Centre,Government/public,Rural,,-16.733080,35.270150,,,,,,,
Nsanje,NJ,3413,,3413,Tengani Health Centre,Dispensary,Government/public,Rural,,-16.580350,35.109530,,,,,,,
Nsanje,NJ,3425,,0,Tikondane Clinic,Dispensary,Private for profit,Rural,,-16.419190,35.171540,,,,,,,
Nsanje,NJ,3424,MCM/CHAM/DH/08,3424,Trinity Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Balaka,BLK,3601,,3601,Balaka District Hospital,District Hospital,Government/public,Rural,,-14.988760,34.955570,,,,,,,
Balaka,BLK,3622,MCM/C/063,0,Balaka Blm Clinic,Dispensary,Private for profit,Urban,,-15.003220,34.952480,,,,,,,
Balaka,BLK,3614,,3614,Balaka Dream Clinic,Dispensary,Private for profit,Urban,,-14.983390,34.961700,,,,,,,
Balaka,BLK,3619,,0,Balaka Private Clinic,Dispensary,Private for profit,Rural,,-15.018724,34.92679,,,,,,,
Balaka,BLK,3623,,0,Buleya,Health Post,Government/public,Rural,,-15.018550,35.076530,,,,,,,
Balaka,BLK,3612,,3612,Chiendausiku Health Centre,Health Post,Government/public,Rural,,-14.962681,35.023092,,,,,,,
Balaka,BLK,3626,,3626,Chimatiro,Health Post,Government/public,Rural,,-14.987170,34.951760,,,,,,,
Balaka,BLK,3620,,0,Chithandizo Private Clinic,Dispensary,Private for profit,Urban,,-15.003180,34.952440,,,,,,,
Balaka,BLK,3615,MCM/C/148,3615,Comfort Clinic,Dispensary,Private for profit,Rural,,-15.102454,35.140784,,,,,,,
Balaka,BLK,3627,,2907,Dziwe,Health Post,Government/public,Rural,,-14.842680,35.170810,,,,,,,
Balaka,BLK,3603,,3603,Kalembo Health Centre,Health Centre,Government/public,Rural,,-15.054250,34.922640,,,,,,,
Balaka,BLK,3604,MCM/CHAM/RH/25,3604,Kankao Health Centre,Health Centre,Government/public,Rural,,-15.064950,35.093000,,,,,,,
Balaka,BLK,3613,,3613,Kwitanda Health Centre,Health Centre,Private for profit,Urban,,-14.985210,34.942690,,,,,,,
Balaka,BLK,3621,,0,Maku Private Clinic,Dispensary,Private for profit,Rural,,-14.910880,35.053260,,,,,,,
Balaka,BLK,3605,,3605,Mbera Health Centre,Health Centre,Government/public,Rural,,-14.929670,35.184980,,,,,,,
Balaka,BLK,3617,,0,Mwima Health Post,Health Post,Government/public,Rural,,-15.000710,35.190040,,,,,,,
Balaka,BLK,3611,,3611,Namanolo Health Centre,Health Centre,Government/public,Rural,,-14.802590,35.064110,,,,,,,
Balaka,BLK,3618,,0,Nambira Health Post,Health Post,Government/public,Rural,,-14.851690,35.225520,,,,,,,
Balaka,BLK,3616,,3616,Namdumbo Health  Centre,Health Centre,Government/public,Rural,,-15.24103,35.047673,,,,,,,
Balaka,BLK,3625,,0,Njerenje,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.189789,34.921519,,,,,,,
Balaka,BLK,3624,,0,Nyanyala,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.225570,34.893220,,,,,,,
Balaka,BLK,3606,MCM/CHAM/HC/07,3613,Phalula Health Centre,Health Centre,Government/public,Rural,,-15.250750,35.107160,,,,,,,
Balaka,BLK,3607,,3607,Phimbi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.862470,35.177340,,,,,,,
Balaka,BLK,3608,MCM/CHAM/HC/06,3608,Ulongwe Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.177740,35.064240,,,,,,,
Balaka,BLK,3609,MCM/CHAM/HC/01,3609,Utale 1 Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.169810,35.072390,,,,,,,
Balaka,BLK,3610,MCM/CHAM/RH/12,3610,Utale 2 Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Neno,NE,3703,,0,Lisungwi Community Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.395240,34.653490,,,,,,,
Neno,NE,3709,,3709,Neno District Hospital,District Hospital,Government/public,Rural,,-15.598250,34.698920,,,,,,,
Neno,NE,3701,,3701,Chifunga Health Centre,Health Centre,Government/public,Urban,,-15.473680,34.651820,,,,,,,
Neno,NE,3702,,3702,Ligowe Health Centre,Health Centre,Government/public,Rural,,-15.479810,34.742410,,,,,,,
Neno,NE,3704,,3704,Luwani Health Centre,Health Centre,Government/public,Rural,,-15.550830,34.628360,,,,,,,
Neno,NE,3705,,0,Magaleta Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.330710,34.653210,,,,,,,
Neno,NE,3706,MCM/CHAM/HC/23,3706,Matandani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.353700,34.947320,,,,,,,
Neno,NE,3707,MCM/CHAM/HC/41,3707,Matope Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.437010,34.608430,,,,,,,
Neno,NE,3710,,3710,Neno Parish Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.261350,34.613500,,,,,,,
Neno,NE,3711,MCM/CHAM/HC/20,3711,Nsambe Health Centre,Health Centre,Private for profit,Rural,,-15.365140,34.654470,,,,,,,
Neno,NE,3714,,0,Muferanji Clinic,Dispensary,Private for profit,Rural,,-15.449950,34.850400,,,,,,,
Neno,NE,3713,,3713,Zalewa Dapp Vct Station,Dispensary,Company,Rural,,-15.521930,34.825120,,,,,,,
Neno,NE,3712,,3712,Nkula Health Centre,Dispensary,Company,Rural,,-15.414260,34.824290,,,,,,,
Neno,NE,3715,MCM/C/318,0,Mota-Engil Clinic - Mkwinda Ca,Dispensary,Company,Rural,,-15.560917,34.786382,,,,,,,
Neno,NE,3716,,3714,Tedzani,Dispensary,Company,Rural,,,,,,,R,,,
Neno,NE,3717,,3713,Zalewa Pih Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3718,,3715,Dambe,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3719,,3708,Midzemba,Dispensary,Private for profit,Urban,,,,,,,,,,
Neno,NE,3720,MCM/C/346,0,Fpam Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
